"date","weightclass","fighter","rank"
"2025-05-06","Featherweight","Youssef Zalal","12"
"2025-05-06","Featherweight","David Onama","13"
"2025-05-06","Featherweight","Dan Ige","14"
"2025-05-06","Featherweight","Calvin Kattar","15"
"2025-05-06","Lightweight","Islam Makhachev","0"
"2025-05-06","Lightweight","Arman Tsarukyan","1"
"2025-05-06","Lightweight","Charles Oliveira","2"
"2025-05-06","Lightweight","Justin Gaethje","3"
"2025-05-06","Lightweight","Max Holloway","4"
"2025-05-06","Lightweight","Dustin Poirier","5"
"2025-05-06","Lightweight","Dan Hooker","6"
"2025-05-06","Lightweight","Mateusz Gamrot","7"
"2025-05-06","Lightweight","Paddy Pimblett","8"
"2025-05-06","Lightweight","Beneil Dariush","9"
"2025-05-06","Lightweight","Renato Moicano","10"
"2025-05-06","Lightweight","Rafael Fiziev","11"
"2025-05-06","Lightweight","Michael Chandler","12"
"2025-05-06","Lightweight","Benoit Saint Denis","13"
"2025-05-06","Lightweight","Grant Dawson","14"
"2025-05-06","Lightweight","Joel Alvarez","15"
"2025-05-06","Welterweight","Belal Muhammad","0"
"2025-05-06","Welterweight","Sean Brady","1"
"2025-05-06","Welterweight","Shavkat Rakhmonov","2"
"2025-05-06","Welterweight","Leon Edwards","3"
"2025-05-06","Welterweight","Kamaru Usman","4"
"2025-05-06","Welterweight","Jack Della Maddalena","5"
"2025-05-06","Welterweight","Ian Machado Garry","6"
"2025-05-06","Welterweight","Joaquin Buckley","7"
"2025-05-06","Welterweight","Gilbert Burns","8"
"2025-05-06","Welterweight","Colby Covington","9"
"2025-05-06","Welterweight","Geoff Neal","10"
"2025-05-06","Welterweight","Stephen Thompson","11"
"2025-05-06","Welterweight","Michael Morales","12"
"2025-05-06","Welterweight","Carlos Prates","13"
"2025-05-06","Welterweight","Vicente Luque","14"
"2025-05-06","Welterweight","Michael Page","15"
"2025-05-06","Middleweight","Dricus Du Plessis","0"
"2025-05-06","Middleweight","Nassourdine Imavov","1"
"2025-05-06","Middleweight","Sean Strickland","2"
"2025-05-06","Middleweight","Khamzat Chimaev","3"
"2025-05-06","Middleweight","Israel Adesanya","4"
"2025-05-06","Middleweight","Robert Whittaker","5"
"2025-05-06","Middleweight","Caio Borralho","6"
"2025-05-06","Middleweight","Jared Cannonier","7"
"2025-05-06","Middleweight","Roman Dolidze","8"
"2025-05-06","Middleweight","Anthony Hernandez","9"
"2025-05-06","Middleweight","Marvin Vettori","10"
"2025-05-06","Middleweight","Brendan Allen","11"
"2025-05-06","Middleweight","Paulo Costa","12"
"2025-05-06","Middleweight","Reinier de Ridder","13"
"2025-05-06","Middleweight","Roman Kopylov","14"
"2025-05-06","Middleweight","Abus Magomedov","15"
"2025-05-06","Light Heavyweight","Magomed Ankalaev","0"
"2025-05-06","Light Heavyweight","Alex Pereira","1"
"2025-05-06","Light Heavyweight","Jiri Prochazka","2"
"2025-05-06","Light Heavyweight","Carlos Ulberg","3"
"2025-05-06","Light Heavyweight","Jamahal Hill","4"
"2025-05-06","Light Heavyweight","Jan Blachowicz","5"
"2025-05-06","Light Heavyweight","Aleksandar Rakic","6"
"2025-05-06","Light Heavyweight","Khalil Rountree Jr.","7"
"2025-05-06","Light Heavyweight","Dominick Reyes","8"
"2025-05-06","Light Heavyweight","Volkan Oezdemir","9"
"2025-05-06","Light Heavyweight","Nikita Krylov","10"
"2025-05-06","Light Heavyweight","Johnny Walker","11"
"2025-05-06","Light Heavyweight","Azamat Murzakanov","12"
"2025-05-06","Light Heavyweight","Zhang Mingyang","13"
"2025-05-06","Light Heavyweight","Bogdan Guskov","14"
"2025-05-06","Light Heavyweight","Alonzo Menifield","15"
"2025-05-06","Heavyweight","Jon Jones","0"
"2025-05-06","Heavyweight","Tom Aspinall","1"
"2025-05-06","Heavyweight","Ciryl Gane","2"
"2025-05-06","Heavyweight","Alexander Volkov","3"
"2025-05-06","Heavyweight","Sergei Pavlovich","4"
"2025-05-06","Heavyweight","Curtis Blaydes","5"
"2025-05-06","Heavyweight","Jailton Almeida","6"
"2025-05-06","Heavyweight","Serghei Spivac","7"
"2025-05-06","Heavyweight","Marcin Tybura","8"
"2025-05-06","Heavyweight","Derrick Lewis","9"
"2025-05-06","Heavyweight","Tai Tuivasa","10"
"2025-05-06","Heavyweight","Waldo Cortes-Acosta","11"
"2025-05-06","Heavyweight","Shamil Gaziev","12"
"2025-05-06","Heavyweight","Mick Parkin","13"
"2025-05-06","Heavyweight","Tallison Teixeira","14"
"2025-05-06","Heavyweight","Martin Buday","15"
"2025-05-06","Women's Strawweight","Zhang Weili","0"
"2025-05-06","Women's Strawweight","Virna Jandiroba","1"
"2025-05-06","Women's Strawweight","Tatiana Suarez","2"
"2025-05-06","Women's Strawweight","Yan Xiaonan","3"
"2025-05-06","Women's Strawweight","Amanda Lemos","4"
"2025-05-06","Women's Strawweight","Jessica Andrade","5"
"2025-05-06","Women's Strawweight","Mackenzie Dern","6"
"2025-05-06","Women's Strawweight","Amanda Ribas","7"
"2025-05-06","Women's Strawweight","Iasmin Lucindo","8"
"2025-05-06","Women's Strawweight","Gillian Robertson","9"
"2025-05-06","Women's Strawweight","Tabatha Ricci","10"
"2025-05-06","Women's Strawweight","Loopy Godinez","11"
"2025-05-06","Women's Strawweight","Angela Hill","12"
"2025-05-06","Women's Strawweight","Tecia Pennington","13"
"2025-05-06","Women's Strawweight","Luana Pinheiro","14"
"2025-05-06","Women's Strawweight","Loma Lookboonmee","15"
"2025-05-06","Women's Flyweight","Valentina Shevchenko","0"
"2025-05-06","Women's Flyweight","Alexa Grasso","1"
"2025-05-06","Women's Flyweight","Manon Fiorot","2"
"2025-05-06","Women's Flyweight","Erin Blanchfield","3"
"2025-05-06","Women's Flyweight","Maycee Barber","4"
"2025-05-06","Women's Flyweight","Natalia Silva","5"
"2025-05-06","Women's Flyweight","Rose Namajunas","6"
"2025-05-06","Women's Flyweight","Jessica Andrade","7"
"2025-05-06","Women's Flyweight","Viviane Araujo","8"
"2025-05-06","Women's Flyweight","Jasmine Jasudavicius","9"
"2025-05-06","Women's Flyweight","Tracy Cortez","10"
"2025-05-06","Women's Flyweight","Karine Silva","11"
"2025-05-06","Women's Flyweight","Miranda Maverick","12"
"2025-05-06","Women's Flyweight","Casey O'Neill","13"
"2025-05-06","Women's Flyweight","Ariane da Silva","14"
"2025-05-06","Women's Flyweight","JJ Aldrich","15"
"2025-05-06","Women's Bantamweight","Julianna Pena","0"
"2025-05-06","Women's Bantamweight","Raquel Pennington","1"
"2025-05-06","Women's Bantamweight","Kayla Harrison","2"
"2025-05-06","Women's Bantamweight","Ketlen Vieira","3"
"2025-05-06","Women's Bantamweight","Norma Dumont","4"
"2025-05-06","Women's Bantamweight","Macy Chiasson","5"
"2025-05-06","Women's Bantamweight","Irene Aldana","6"
"2025-05-06","Women's Bantamweight","Ailin Perez","7"
"2025-05-06","Women's Bantamweight","Mayra Bueno Silva","8"
"2025-05-06","Women's Bantamweight","Yana Santos","9"
"2025-05-06","Women's Bantamweight","Karol Rosa","10"
"2025-05-06","Women's Bantamweight","Jacqueline Cavalcanti","11"
"2025-05-06","Women's Bantamweight","Nora Cornolle","12"
"2025-05-06","Women's Bantamweight","Miesha Tate","13"
"2025-05-06","Women's Bantamweight","Joselyne Edwards","14"
"2025-05-06","Women's Bantamweight","Chelsea Chandler","15"
"2025-05-06","Men's Pound-for-Pound","Islam Makhachev","1"
"2025-05-06","Men's Pound-for-Pound","Jon Jones","2"
"2025-05-06","Men's Pound-for-Pound","Ilia Topuria","3"
"2025-05-06","Men's Pound-for-Pound","Merab Dvalishvili","4"
"2025-05-06","Men's Pound-for-Pound","Dricus Du Plessis","5"
"2025-05-06","Men's Pound-for-Pound","Magomed Ankalaev","6"
"2025-05-06","Men's Pound-for-Pound","Belal Muhammad","7"
"2025-05-06","Men's Pound-for-Pound","Alex Pereira","8"
"2025-05-06","Men's Pound-for-Pound","Alexander Volkanovski","9"
"2025-05-06","Men's Pound-for-Pound","Alexandre Pantoja","10"
"2025-05-06","Men's Pound-for-Pound","Tom Aspinall","11"
"2025-05-06","Men's Pound-for-Pound","Max Holloway","12"
"2025-05-06","Men's Pound-for-Pound","Sean O'Malley","13"
"2025-05-06","Men's Pound-for-Pound","Charles Oliveira","14"
"2025-05-06","Men's Pound-for-Pound","Arman Tsarukyan","15"
"2025-05-06","Women's Pound-for-Pound","Valentina Shevchenko","1"
"2025-05-06","Women's Pound-for-Pound","Zhang Weili","2"
"2025-05-06","Women's Pound-for-Pound","Alexa Grasso","3"
"2025-05-06","Women's Pound-for-Pound","Julianna Pena","4"
"2025-05-06","Women's Pound-for-Pound","Manon Fiorot","5"
"2025-05-06","Women's Pound-for-Pound","Erin Blanchfield","6"
"2025-05-06","Women's Pound-for-Pound","Kayla Harrison","7"
"2025-05-06","Women's Pound-for-Pound","Virna Jandiroba","8"
"2025-05-06","Women's Pound-for-Pound","Raquel Pennington","9"
"2025-05-06","Women's Pound-for-Pound","Rose Namajunas","10"
"2025-05-06","Women's Pound-for-Pound","Tatiana Suarez","11"
"2025-05-06","Women's Pound-for-Pound","Yan Xiaonan","12"
"2025-05-06","Women's Pound-for-Pound","Natalia Silva","13"
"2025-05-06","Women's Pound-for-Pound","Jessica Andrade","14"
"2025-05-06","Women's Pound-for-Pound","Maycee Barber","15"
"2025-05-13","Flyweight","Alexandre Pantoja","0"
"2025-05-13","Flyweight","Brandon Royval","1"
"2025-05-13","Flyweight","Brandon Moreno","2"
"2025-05-13","Flyweight","Amir Albazi","3"
"2025-05-13","Flyweight","Kai Kara-France","4"
"2025-05-13","Flyweight","Tatsuro Taira","5"
"2025-05-13","Flyweight","Manel Kape","6"
"2025-05-13","Flyweight","Alex Perez","7"
"2025-05-13","Flyweight","Asu Almabayev","8"
"2025-05-13","Flyweight","Steve Erceg","9"
"2025-05-13","Flyweight","Tagir Ulanbekov","10"
"2025-05-13","Flyweight","Tim Elliott","11"
"2025-05-13","Flyweight","Bruno Gustavo da Silva","12"
"2025-05-13","Flyweight","Ramazan Temirov","13"
"2025-05-13","Flyweight","Joshua Van","14"
"2025-05-13","Flyweight","Kai Asakura","15"
"2025-05-13","Bantamweight","Merab Dvalishvili","0"
"2025-05-13","Bantamweight","Sean O'Malley","1"
"2025-05-13","Bantamweight","Petr Yan","2"
"2025-05-13","Bantamweight","Umar Nurmagomedov","3"
"2025-05-13","Bantamweight","Cory Sandhagen","4"
"2025-05-13","Bantamweight","Song Yadong","5"
"2025-05-13","Bantamweight","Deiveson Figueiredo","6"
"2025-05-13","Bantamweight","Marlon Vera","7"
"2025-05-13","Bantamweight","Rob Font","8"
"2025-05-13","Bantamweight","Henry Cejudo","9"
"2025-05-13","Bantamweight","Mario Bautista","10"
"2025-05-13","Bantamweight","Aiemann Zahabi","11"
"2025-05-13","Bantamweight","Kyler Phillips","12"
"2025-05-13","Bantamweight","Marcus McGhee","13"
"2025-05-13","Bantamweight","Montel Jackson","14"
"2025-05-13","Bantamweight","Vinicius Oliveira","15"
"2025-05-13","Featherweight","Alexander Volkanovski","0"
"2025-05-13","Featherweight","Max Holloway","1"
"2025-05-13","Featherweight","Diego Lopes","2"
"2025-05-13","Featherweight","Ilia Topuria","3"
"2025-05-13","Featherweight","Yair Rodriguez","4"
"2025-05-13","Featherweight","Movsar Evloev","4"
"2025-05-13","Featherweight","Arnold Allen","6"
"2025-05-13","Featherweight","Brian Ortega","7"
"2025-05-13","Featherweight","Lerone Murphy","8"
"2025-05-13","Featherweight","Aljamain Sterling","9"
"2025-05-13","Featherweight","Josh Emmett","10"
"2025-05-13","Featherweight","Jean Silva","11"
"2025-05-13","Featherweight","Youssef Zalal","12"
"2025-05-13","Featherweight","David Onama","13"
"2025-05-13","Featherweight","Dan Ige","14"
"2025-05-13","Featherweight","Calvin Kattar","15"
"2025-05-13","Lightweight","Islam Makhachev","0"
"2025-05-13","Lightweight","Arman Tsarukyan","1"
"2025-05-13","Lightweight","Charles Oliveira","2"
"2025-05-13","Lightweight","Justin Gaethje","3"
"2025-05-13","Lightweight","Max Holloway","4"
"2025-05-13","Lightweight","Dustin Poirier","5"
"2025-05-13","Lightweight","Dan Hooker","6"
"2025-05-13","Lightweight","Mateusz Gamrot","7"
"2025-05-13","Lightweight","Paddy Pimblett","8"
"2025-05-13","Lightweight","Beneil Dariush","9"
"2025-05-13","Lightweight","Renato Moicano","10"
"2025-05-13","Lightweight","Rafael Fiziev","11"
"2025-05-13","Lightweight","Michael Chandler","12"
"2025-05-13","Lightweight","Benoit Saint Denis","13"
"2025-05-13","Lightweight","Grant Dawson","14"
"2025-05-13","Lightweight","Joel Alvarez","15"
"2025-05-13","Welterweight","Jack Della Maddalena","0"
"2025-05-13","Welterweight","Belal Muhammad","1"
"2025-05-13","Welterweight","Sean Brady","2"
"2025-05-13","Welterweight","Shavkat Rakhmonov","3"
"2025-05-13","Welterweight","Leon Edwards","4"
"2025-05-13","Welterweight","Kamaru Usman","5"
"2025-05-13","Welterweight","Ian Machado Garry","6"
"2025-05-13","Welterweight","Joaquin Buckley","7"
"2025-05-13","Welterweight","Gilbert Burns","8"
"2025-05-13","Welterweight","Colby Covington","9"
"2025-05-13","Welterweight","Geoff Neal","10"
"2025-05-13","Welterweight","Stephen Thompson","11"
"2025-05-13","Welterweight","Michael Morales","12"
"2025-05-13","Welterweight","Carlos Prates","13"
"2025-05-13","Welterweight","Vicente Luque","14"
"2025-05-13","Welterweight","Michael Page","15"
"2025-05-13","Middleweight","Dricus Du Plessis","0"
"2025-05-13","Middleweight","Nassourdine Imavov","1"
"2025-05-13","Middleweight","Sean Strickland","2"
"2025-05-13","Middleweight","Khamzat Chimaev","3"
"2025-05-13","Middleweight","Israel Adesanya","4"
"2025-05-13","Middleweight","Robert Whittaker","5"
"2025-05-13","Middleweight","Caio Borralho","6"
"2025-05-13","Middleweight","Jared Cannonier","7"
"2025-05-13","Middleweight","Roman Dolidze","8"
"2025-05-13","Middleweight","Anthony Hernandez","9"
"2025-05-13","Middleweight","Marvin Vettori","10"
"2025-05-13","Middleweight","Brendan Allen","11"
"2025-05-13","Middleweight","Paulo Costa","12"
"2025-05-13","Middleweight","Reinier de Ridder","13"
"2025-05-13","Middleweight","Roman Kopylov","14"
"2025-05-13","Middleweight","Abus Magomedov","15"
"2025-05-13","Light Heavyweight","Magomed Ankalaev","0"
"2025-05-13","Light Heavyweight","Alex Pereira","1"
"2025-05-13","Light Heavyweight","Jiri Prochazka","2"
"2025-05-13","Light Heavyweight","Carlos Ulberg","3"
"2025-05-13","Light Heavyweight","Jamahal Hill","4"
"2025-05-13","Light Heavyweight","Jan Blachowicz","5"
"2025-05-13","Light Heavyweight","Aleksandar Rakic","6"
"2025-05-13","Light Heavyweight","Khalil Rountree Jr.","7"
"2025-05-13","Light Heavyweight","Dominick Reyes","8"
"2025-05-13","Light Heavyweight","Volkan Oezdemir","9"
"2025-05-13","Light Heavyweight","Nikita Krylov","10"
"2025-05-13","Light Heavyweight","Johnny Walker","11"
"2025-05-13","Light Heavyweight","Azamat Murzakanov","12"
"2025-05-13","Light Heavyweight","Zhang Mingyang","13"
"2025-05-13","Light Heavyweight","Bogdan Guskov","14"
"2025-05-13","Light Heavyweight","Alonzo Menifield","15"
"2025-05-13","Heavyweight","Jon Jones","0"
"2025-05-13","Heavyweight","Tom Aspinall","1"
"2025-05-13","Heavyweight","Ciryl Gane","2"
"2025-05-13","Heavyweight","Alexander Volkov","3"
"2025-05-13","Heavyweight","Sergei Pavlovich","4"
"2025-05-13","Heavyweight","Curtis Blaydes","5"
"2025-05-13","Heavyweight","Jailton Almeida","6"
"2025-05-13","Heavyweight","Serghei Spivac","7"
"2025-05-13","Heavyweight","Marcin Tybura","8"
"2025-05-13","Heavyweight","Derrick Lewis","9"
"2025-05-13","Heavyweight","Tai Tuivasa","10"
"2025-05-13","Heavyweight","Waldo Cortes-Acosta","11"
"2025-05-13","Heavyweight","Shamil Gaziev","12"
"2025-05-13","Heavyweight","Mick Parkin","13"
"2025-05-13","Heavyweight","Tallison Teixeira","14"
"2025-05-13","Heavyweight","Martin Buday","15"
"2025-05-13","Women's Strawweight","Zhang Weili","0"
"2025-05-13","Women's Strawweight","Virna Jandiroba","1"
"2025-05-13","Women's Strawweight","Tatiana Suarez","2"
"2025-05-13","Women's Strawweight","Yan Xiaonan","3"
"2025-05-13","Women's Strawweight","Amanda Lemos","4"
"2025-05-13","Women's Strawweight","Jessica Andrade","5"
"2025-05-13","Women's Strawweight","Mackenzie Dern","6"
"2025-05-13","Women's Strawweight","Amanda Ribas","7"
"2025-05-13","Women's Strawweight","Iasmin Lucindo","8"
"2025-05-13","Women's Strawweight","Gillian Robertson","9"
"2025-05-13","Women's Strawweight","Tabatha Ricci","10"
"2025-05-13","Women's Strawweight","Loopy Godinez","11"
"2025-05-13","Women's Strawweight","Angela Hill","12"
"2025-05-13","Women's Strawweight","Tecia Pennington","13"
"2025-05-13","Women's Strawweight","Loma Lookboonmee","14"
"2025-05-13","Women's Strawweight","Luana Pinheiro","15"
"2025-05-13","Women's Flyweight","Valentina Shevchenko","0"
"2025-05-13","Women's Flyweight","Natalia Silva","1"
"2025-05-13","Women's Flyweight","Manon Fiorot","2"
"2025-05-13","Women's Flyweight","Alexa Grasso","3"
"2025-05-13","Women's Flyweight","Erin Blanchfield","4"
"2025-05-13","Women's Flyweight","Maycee Barber","5"
"2025-05-13","Women's Flyweight","Jasmine Jasudavicius","6"
"2025-05-13","Women's Flyweight","Rose Namajunas","7"
"2025-05-13","Women's Flyweight","Viviane Araujo","8"
"2025-05-13","Women's Flyweight","Jessica Andrade","9"
"2025-05-13","Women's Flyweight","Tracy Cortez","10"
"2025-05-13","Women's Flyweight","Karine Silva","11"
"2025-05-13","Women's Flyweight","Miranda Maverick","12"
"2025-05-13","Women's Flyweight","Casey O'Neill","13"
"2025-05-13","Women's Flyweight","Ariane da Silva","14"
"2025-05-13","Women's Flyweight","JJ Aldrich","15"
"2025-05-13","Women's Bantamweight","Julianna Pena","0"
"2025-05-13","Women's Bantamweight","Raquel Pennington","1"
"2025-05-13","Women's Bantamweight","Kayla Harrison","2"
"2025-05-13","Women's Bantamweight","Ketlen Vieira","3"
"2025-05-13","Women's Bantamweight","Norma Dumont","4"
"2025-05-13","Women's Bantamweight","Macy Chiasson","5"
"2025-05-13","Women's Bantamweight","Irene Aldana","6"
"2025-05-13","Women's Bantamweight","Ailin Perez","7"
"2025-05-13","Women's Bantamweight","Mayra Bueno Silva","8"
"2025-05-13","Women's Bantamweight","Yana Santos","9"
"2025-05-13","Women's Bantamweight","Karol Rosa","10"
"2025-05-13","Women's Bantamweight","Jacqueline Cavalcanti","11"
"2025-05-13","Women's Bantamweight","Nora Cornolle","12"
"2025-05-13","Women's Bantamweight","Miesha Tate","13"
"2025-05-13","Women's Bantamweight","Joselyne Edwards","14"
"2025-05-13","Women's Bantamweight","Chelsea Chandler","15"
"2025-05-13","Men's Pound-for-Pound","Islam Makhachev","1"
"2025-05-13","Men's Pound-for-Pound","Jon Jones","2"
"2025-05-13","Men's Pound-for-Pound","Ilia Topuria","3"
"2025-05-13","Men's Pound-for-Pound","Merab Dvalishvili","4"
"2025-05-13","Men's Pound-for-Pound","Dricus Du Plessis","5"
"2025-05-13","Men's Pound-for-Pound","Magomed Ankalaev","6"
"2025-05-13","Men's Pound-for-Pound","Alexander Volkanovski","7"
"2025-05-13","Men's Pound-for-Pound","Alex Pereira","8"
"2025-05-13","Men's Pound-for-Pound","Jack Della Maddalena","9"
"2025-05-13","Men's Pound-for-Pound","Alexandre Pantoja","10"
"2025-05-13","Men's Pound-for-Pound","Tom Aspinall","11"
"2025-05-13","Men's Pound-for-Pound","Max Holloway","12"
"2025-05-13","Men's Pound-for-Pound","Belal Muhammad","13"
"2025-05-13","Men's Pound-for-Pound","Sean O'Malley","14"
"2025-05-13","Men's Pound-for-Pound","Charles Oliveira","15"
"2025-05-13","Women's Pound-for-Pound","Valentina Shevchenko","1"
"2025-05-13","Women's Pound-for-Pound","Zhang Weili","2"
"2025-05-13","Women's Pound-for-Pound","Julianna Pena","3"
"2025-05-13","Women's Pound-for-Pound","Manon Fiorot","4"
"2025-05-13","Women's Pound-for-Pound","Alexa Grasso","5"
"2025-05-13","Women's Pound-for-Pound","Erin Blanchfield","6"
"2025-05-13","Women's Pound-for-Pound","Kayla Harrison","7"
"2025-05-13","Women's Pound-for-Pound","Natalia Silva","8"
"2025-05-13","Women's Pound-for-Pound","Virna Jandiroba","9"
"2025-05-13","Women's Pound-for-Pound","Raquel Pennington","10"
"2025-05-13","Women's Pound-for-Pound","Rose Namajunas","11"
"2025-05-13","Women's Pound-for-Pound","Tatiana Suarez","12"
"2025-05-13","Women's Pound-for-Pound","Yan Xiaonan","13"
