,RedFighter,BlueFighter,Finish,FinishRound,RedOdds,BlueOdds,Date,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByKO,BlueWinsBySubmission,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueAge,BMatchWCRank,RedCurrentLoseStreak,RedCurrentWinStreak,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByKO,RedWinsBySubmission,RedWins,RedStance,RedHeightCms,RedReachCms,RedAge,RMatchWCRank,BetterRank
3973,Kyoji Horiguchi,Ali Bagautinov,U-DEC,3.0,-200,170,11/19/2016,Red,False,Flyweight,MALE,3,0,1,3,2,20,1,1,0,4,Orthodox,162.56,165.1,31,8.0,0,2,4,1,20,1,2,0,6,Orthodox,165.1,167.64,26,4.0,Red
3974,Kevin Lee,Magomed Mustafaev,SUB,2.0,-145,125,11/19/2016,Red,False,Lightweight,MALE,3,0,2,2,0,3,0,1,0,2,Orthodox,172.72,180.34,28,,0,2,4,2,18,0,1,1,6,Orthodox,175.26,195.58,24,,neither
3975,Anna Elmose,Amanda Cooper,U-DEC,3.0,-140,120,11/19/2016,Blue,False,Women's Strawweight,FEMALE,3,1,0,0,1,1,1,0,0,0,Switch,160.02,162.56,25,,1,0,0,1,1,0,0,0,0,Orthodox,160.02,165.1,32,,neither
3976,Justin Ledet,Mark Godbeer,SUB,1.0,-140,130,11/19/2016,Red,False,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,193.04,195.58,32,,0,1,1,0,3,0,0,0,1,Orthodox,193.04,203.2,28,,neither
3977,Zak Cummings,Alexander Yakovlev,SUB,2.0,-170,150,11/19/2016,Red,False,Welterweight,MALE,3,1,0,2,3,13,0,1,0,2,Southpaw,190.5,187.96,32,,1,0,2,2,13,0,1,1,4,Southpaw,182.88,190.5,32,,neither
3978,Marion Reneau,Milana Dudieva,KO/TKO,3.0,-225,185,11/19/2016,Red,False,Women's Bantamweight,FEMALE,3,1,0,1,1,4,0,0,0,1,Orthodox,160.02,154.94,27,,2,0,2,2,10,0,0,1,2,Orthodox,167.64,172.72,39,15.0,Red
3979,Brett Johns,Kwan Ho Kwak,U-DEC,3.0,-220,180,11/19/2016,Red,False,Bantamweight,MALE,3,0,0,0,0,0,0,0,0,0,Switch,165.1,177.8,27,,0,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,24,,neither
3980,Charlie Ward,Abdul Razak Alhassan,KO/TKO,1.0,270,-330,11/19/2016,Blue,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,31,,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,35,,neither
3981,Eddie Alvarez,Conor McGregor,KO/TKO,2.0,140,-160,11/12/2016,Blue,True,Lightweight,MALE,5,0,1,7,1,18,2,6,0,8,Southpaw,175.26,187.96,28,,0,3,3,1,10,1,1,0,3,Orthodox,175.26,175.26,32,0.0,Red
3982,Joanna Jedrzejczyk,Karolina Kowalkiewicz,U-DEC,5.0,-400,325,11/12/2016,Red,True,Women's Strawweight,FEMALE,5,0,3,3,0,9,0,0,0,3,Orthodox,160.02,162.56,31,2.0,0,6,6,0,21,4,2,0,6,Orthodox,167.64,165.1,29,0.0,Red
3983,Chris Weidman,Yoel Romero,KO/TKO,3.0,-220,180,11/12/2016,Blue,False,Middleweight,MALE,3,0,7,7,0,19,0,5,0,7,Southpaw,182.88,185.42,39,4.0,1,0,9,1,24,5,4,2,9,Orthodox,187.96,198.12,32,2.0,Red
3984,Miesha Tate,Raquel Pennington,U-DEC,3.0,-140,120,11/12/2016,Blue,False,Women's Bantamweight,FEMALE,3,0,3,3,2,18,0,0,2,5,Orthodox,170.18,170.18,28,8.0,1,0,5,3,24,3,0,1,5,Orthodox,167.64,165.1,30,1.0,Red
3985,Frankie Edgar,Jeremy Stephens,U-DEC,3.0,-325,265,11/12/2016,Red,False,Featherweight,MALE,3,0,1,3,11,62,0,5,0,12,Orthodox,172.72,180.34,30,7.0,1,0,5,6,74,8,4,2,14,Orthodox,167.64,172.72,35,2.0,Red
3986,Khabib Nurmagomedov,Michael Johnson,SUB,3.0,-345,285,11/12/2016,Red,False,Lightweight,MALE,3,0,1,4,6,37,1,4,0,9,Southpaw,177.8,185.42,30,6.0,0,7,7,0,18,0,2,1,7,Orthodox,177.8,177.8,28,2.0,Red
3987,Rafael Natal,Tim Boetsch,KO/TKO,1.0,-145,125,11/12/2016,Blue,False,Middleweight,MALE,3,0,1,4,9,43,0,5,0,10,Orthodox,182.88,187.96,35,,1,0,4,6,42,0,1,1,9,Orthodox,182.88,193.04,33,14.0,Red
3988,Vicente Luque,Belal Muhammad,KO/TKO,1.0,-125,105,11/12/2016,Red,False,Welterweight,MALE,3,0,1,1,1,6,0,1,0,1,Orthodox,180.34,182.88,28,,0,3,3,1,7,0,1,2,3,Orthodox,180.34,190.5,24,,neither
3989,Jim Miller,Thiago Alves,U-DEC,3.0,135,-155,11/12/2016,Red,False,Catch Weight,MALE,3,1,0,7,7,47,1,7,1,13,Orthodox,175.26,177.8,33,,0,2,7,8,56,0,3,6,16,Southpaw,172.72,180.34,33,,neither
3990,Liz Carmouche,Katlyn Chookagian,S-DEC,3.0,145,-165,11/12/2016,Red,False,Women's Bantamweight,FEMALE,3,0,1,1,0,3,0,0,0,1,Orthodox,175.26,172.72,27,14.0,0,1,1,3,12,1,1,0,2,Orthodox,167.64,167.64,32,9.0,Red
3991,Rafael Dos Anjos,Tony Ferguson,U-DEC,5.0,-140,120,11/5/2016,Blue,False,Lightweight,MALE,5,0,8,8,1,23,1,2,5,11,Orthodox,180.34,193.04,32,3.0,1,0,5,6,50,3,4,2,14,Southpaw,172.72,177.8,32,2.0,Red
3992,Diego Sanchez,Marcin Held,U-DEC,3.0,250,-300,11/5/2016,Red,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,24,,1,0,6,9,65,2,5,0,15,Southpaw,177.8,182.88,34,,neither
3993,Ricardo Lamas,Charles Oliveira,SUB,2.0,-110,-110,11/5/2016,Red,False,Featherweight,MALE,3,1,0,4,7,31,0,0,8,9,Orthodox,177.8,187.96,27,8.0,1,0,4,3,24,1,2,2,7,Orthodox,172.72,180.34,34,4.0,Red
3994,Martin Bravo,Claudio Puelles,KO/TKO,2.0,-105,-115,11/5/2016,Red,True,Lightweight,MALE,4,0,0,0,0,0,0,0,0,0,Southpaw,180.34,182.88,20,,0,0,0,0,0,0,0,0,0,Southpaw,172.72,180.34,23,,neither
3995,Beneil Dariush,Rashid Magomedov,U-DEC,3.0,-115,-105,11/5/2016,Red,False,Lightweight,MALE,3,0,4,4,0,12,0,1,0,4,Orthodox,175.26,177.8,31,15.0,0,1,5,2,18,0,1,3,7,Southpaw,177.8,182.88,27,9.0,Red
3996,Alexa Grasso,Heather Jo Clark,,,-620,460,11/5/2016,Red,False,Women's Strawweight,FEMALE,3,1,0,1,1,6,0,0,0,1,Orthodox,167.64,162.56,36,,0,0,0,0,0,0,0,0,0,Orthodox,165.1,167.64,23,,neither
3997,Erik Perez,Felipe Arantes,S-DEC,3.0,-240,200,11/5/2016,Red,False,Bantamweight,MALE,3,0,2,2,4,22,0,1,2,5,Orthodox,172.72,185.42,28,,0,2,3,2,17,0,2,1,6,Orthodox,172.72,172.72,26,,neither
3998,Marco Beltran,Joe Soto,SUB,1.0,-135,115,11/5/2016,Blue,False,Catch Weight,MALE,3,0,1,1,3,12,1,0,1,1,Orthodox,167.64,165.1,29,,0,3,3,0,8,0,0,1,3,Orthodox,172.72,175.26,30,,neither
3999,Erick Montano,Max Griffin,KO/TKO,1.0,125,-135,11/5/2016,Blue,False,Welterweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,180.34,193.04,30,,1,0,1,1,6,1,0,0,1,Orthodox,182.88,185.42,30,,neither
4000,Henry Briones,Douglas Silva de Andrade,KO/TKO,3.0,-105,-115,11/5/2016,Blue,False,Bantamweight,MALE,3,0,1,1,1,6,0,0,0,1,Orthodox,170.18,172.72,31,,1,0,1,1,5,0,0,1,1,Orthodox,172.72,175.26,36,,neither
4001,Sam Alvey,Alex Nicholson,U-DEC,3.0,-165,145,11/5/2016,Red,False,Middleweight,MALE,3,0,1,1,1,3,0,1,0,1,Orthodox,193.04,205.74,26,,0,2,3,3,13,0,4,1,5,Southpaw,187.96,190.5,30,,neither
4002,Polo Reyes,Jason Novelli,,,-155,135,11/5/2016,Red,False,Lightweight,MALE,3,1,0,0,1,2,0,0,0,0,Orthodox,182.88,190.5,37,,0,2,2,0,4,0,2,0,2,Orthodox,180.34,180.34,31,,neither
4003,Enrique Barzola,Chris Avila,U-DEC,3.0,-550,425,11/5/2016,Red,False,Featherweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,177.8,182.88,23,,1,0,1,1,6,1,0,0,1,Switch,170.18,177.8,27,,neither
4004,Michael Bisping,Dan Henderson,U-DEC,5.0,-260,220,10/8/2016,Red,True,Middleweight,MALE,5,0,1,4,8,42,3,4,0,9,Orthodox,180.34,187.96,46,13.0,0,4,4,7,70,2,10,0,19,Orthodox,185.42,190.5,37,0.0,Red
4005,Vitor Belfort,Gegard Mousasi,KO/TKO,2.0,300,-360,10/8/2016,Blue,False,Middleweight,MALE,3,0,2,2,3,22,0,2,1,6,Orthodox,187.96,193.04,31,9.0,1,0,3,8,32,6,11,2,14,Southpaw,182.88,187.96,39,5.0,Red
4006,Ovince Saint Preux,Jimi Manuwa,KO/TKO,2.0,-145,125,10/8/2016,Blue,False,Light Heavyweight,MALE,3,1,0,3,2,12,0,1,0,4,Orthodox,185.42,200.66,36,8.0,1,0,4,3,25,1,4,1,7,Southpaw,190.5,203.2,33,5.0,Red
4007,Stefan Struve,Daniel Omielanczuk,SUB,2.0,-190,165,10/8/2016,Red,False,Heavyweight,MALE,3,0,3,3,2,16,0,2,0,4,Southpaw,182.88,187.96,34,14.0,0,1,4,6,30,0,5,4,11,Orthodox,210.82,213.36,28,12.0,Red
4008,Mirsad Bektic,Russell Doane,SUB,1.0,-580,440,10/8/2016,Red,False,Featherweight,MALE,3,3,0,2,3,12,0,0,1,2,Orthodox,170.18,177.8,30,,0,3,3,0,8,0,1,0,3,Orthodox,172.72,177.8,25,15.0,Red
4009,Brad Pickett,Iuri Alcantara,SUB,1.0,130,-150,10/8/2016,Blue,False,Bantamweight,MALE,3,1,0,3,5,30,0,2,0,7,Southpaw,175.26,180.34,36,,0,1,2,6,26,0,1,1,5,Orthodox,167.64,172.72,38,,neither
4010,Davey Grant,Damian Stasiak,SUB,3.0,-190,165,10/8/2016,Blue,False,Bantamweight,MALE,3,0,1,1,1,4,0,0,1,1,Orthodox,165.1,177.8,26,,0,1,1,1,5,1,0,0,1,Orthodox,172.72,175.26,30,,neither
4011,Leon Edwards,Albert Tumenov,SUB,3.0,150,-170,10/8/2016,Red,False,Welterweight,MALE,3,1,0,5,2,14,0,3,0,5,Orthodox,180.34,185.42,24,14.0,0,1,2,2,13,0,1,0,3,Southpaw,182.88,187.96,25,,Blue
4012,Lukasz Sajewski,Marc Diakiese,KO/TKO,2.0,245,-290,10/8/2016,Blue,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,23,,2,0,0,2,4,0,0,0,0,Orthodox,172.72,180.34,25,,neither
4013,Danny Roberts,Mike Perry,KO/TKO,3.0,110,-130,10/8/2016,Blue,False,Welterweight,MALE,3,0,1,1,0,1,0,1,0,1,Orthodox,177.8,180.34,25,,0,2,2,0,4,0,0,1,2,Southpaw,185.42,187.96,29,,neither
4014,Leonardo Santos,Adriano Martins,S-DEC,3.0,175,-210,10/8/2016,Red,False,Lightweight,MALE,3,0,3,3,1,8,0,2,1,4,Southpaw,177.8,182.88,33,,0,3,3,1,11,1,1,2,4,Orthodox,182.88,190.5,36,,neither
4015,John Lineker,John Dodson,S-DEC,5.0,105,-125,10/1/2016,Red,False,Bantamweight,MALE,5,0,1,3,2,23,3,4,0,7,Orthodox,160.02,167.64,32,10.0,0,5,5,2,24,0,5,1,9,Orthodox,160.02,170.18,26,3.0,Red
4016,Will Brooks,Alex Oliveira,KO/TKO,3.0,-320,260,10/1/2016,Blue,False,Lightweight,MALE,3,0,1,3,2,14,0,1,1,4,Orthodox,180.34,193.04,28,,0,1,1,0,3,0,0,0,1,Orthodox,177.8,182.88,29,11.0,Red
4017,Joshua Burkman,Zak Ottow,S-DEC,3.0,-260,220,10/1/2016,Blue,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,29,,1,0,2,9,39,0,1,1,6,Orthodox,177.8,182.88,36,,neither
4018,Louis Smolka,Brandon Moreno,SUB,1.0,-525,450,10/1/2016,Blue,False,Flyweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,22,,0,4,4,1,16,0,2,1,5,Orthodox,175.26,172.72,25,9.0,Red
4019,Henrique da Silva,Joachim Christensen,SUB,2.0,-135,115,10/1/2016,Red,False,Light Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,37,,0,1,1,0,2,0,1,0,1,Orthodox,190.5,193.04,27,,neither
4020,Hacran Dias,Andre Fili,U-DEC,3.0,-150,130,10/1/2016,Blue,False,Featherweight,MALE,3,1,0,1,3,12,0,2,0,3,Orthodox,180.34,187.96,26,,1,0,2,3,18,0,0,0,3,Orthodox,172.72,175.26,32,12.0,Red
4021,Shamil Abdurakhimov,Walt Harris,S-DEC,3.0,-145,125,10/1/2016,Red,False,Heavyweight,MALE,3,0,1,1,3,7,0,1,0,1,Southpaw,195.58,195.58,33,,0,1,1,1,4,0,0,0,1,Orthodox,190.5,193.04,35,,neither
4022,Keita Nakamura,Elizeu Zaleski dos Santos,U-DEC,3.0,-125,105,10/1/2016,Blue,False,Welterweight,MALE,3,0,1,1,1,6,0,1,0,1,Orthodox,180.34,185.42,29,,0,1,1,4,17,0,0,2,2,Southpaw,180.34,185.42,32,,neither
4023,Nate Marquardt,Tamdan McCrory,KO/TKO,2.0,140,-160,10/1/2016,Red,False,Middleweight,MALE,3,1,0,1,4,16,0,1,2,4,Switch,193.04,198.12,29,,1,0,4,9,43,1,5,3,12,Orthodox,182.88,187.96,37,,neither
4024,Jonathan Wilson,Ion Cutelaba,U-DEC,3.0,100,-120,10/1/2016,Blue,False,Light Heavyweight,MALE,3,1,0,0,1,3,0,0,0,0,Southpaw,185.42,190.5,22,,1,0,1,1,3,0,1,0,1,Southpaw,187.96,190.5,29,,neither
4025,Cody East,Curtis Blaydes,KO/TKO,2.0,195,-235,10/1/2016,Blue,False,Heavyweight,MALE,3,1,0,0,1,2,0,0,0,0,Orthodox,193.04,203.2,25,,1,0,0,1,1,0,0,0,0,Orthodox,190.5,187.96,28,,neither
4026,Kelly Faszholz,Ketlen Vieira,S-DEC,3.0,-115,-105,10/1/2016,Blue,False,Women's Bantamweight,FEMALE,3,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,25,,1,0,0,1,3,0,0,0,0,Orthodox,172.72,170.18,31,,neither
4027,Cris Cyborg,Lina Lansberg,,,-1000,650,9/24/2016,Red,False,Catch Weight,MALE,5,0,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,34,,0,1,1,0,1,0,1,0,1,Orthodox,172.72,172.72,31,,neither
4028,Renan Barao,Phillipe Nover,U-DEC,3.0,-640,470,9/24/2016,Red,False,Featherweight,MALE,3,1,0,1,4,13,1,0,0,1,Orthodox,175.26,182.88,32,,2,0,7,3,34,6,2,3,8,Orthodox,167.64,177.8,29,,neither
4029,Roy Nelson,Antonio Silva,KO/TKO,2.0,-420,335,9/24/2016,Red,False,Heavyweight,MALE,3,2,0,2,7,17,1,3,0,3,Orthodox,193.04,203.2,37,15.0,1,0,3,9,40,1,7,0,8,Orthodox,182.88,182.88,40,11.0,Red
4030,Francisco Trinaldo,Paul Felder,KO/TKO,3.0,-155,135,9/24/2016,Red,False,Lightweight,MALE,3,0,2,2,2,17,0,1,1,4,Orthodox,180.34,177.8,32,,0,6,6,3,31,0,2,2,10,Southpaw,175.26,177.8,38,,neither
4031,Thiago Santos,Eric Spicely,SUB,1.0,-800,550,9/24/2016,Blue,False,Middleweight,MALE,3,1,0,0,1,1,0,0,0,0,Orthodox,185.42,185.42,29,,1,0,4,3,12,0,4,0,5,Orthodox,187.96,193.04,32,15.0,Red
4032,Godofredo Pepey,Mike de la Torre,SUB,1.0,-110,-110,9/24/2016,Red,False,Featherweight,MALE,3,0,1,1,3,9,0,1,0,2,Orthodox,180.34,180.34,30,,1,0,3,4,14,1,1,2,4,Orthodox,170.18,185.42,29,,neither
4033,Gilbert Burns,Michel Prazeres,U-DEC,3.0,-245,205,9/24/2016,Blue,False,Lightweight,MALE,3,0,2,2,2,18,0,0,0,4,Orthodox,167.64,170.18,35,,0,1,3,1,11,0,0,3,4,Orthodox,177.8,180.34,30,,neither
4034,Rani Yahya,Michinori Tanaka,U-DEC,3.0,-105,-115,9/24/2016,Red,False,Bantamweight,MALE,3,0,1,1,1,9,0,0,0,2,Orthodox,165.1,170.18,25,,0,3,3,3,25,0,0,3,7,Orthodox,167.64,170.18,32,,neither
4035,Jussier Formiga,Dustin Ortiz,U-DEC,3.0,-210,175,9/24/2016,Red,False,Flyweight,MALE,3,1,0,2,3,21,0,2,0,4,Orthodox,165.1,165.1,27,12.0,1,0,3,3,16,0,0,1,4,Orthodox,165.1,170.18,31,3.0,Red
4036,Erick Silva,Luan Chagas,SUB,3.0,130,-150,9/24/2016,Red,False,Welterweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,182.88,190.5,23,,2,0,2,6,20,0,2,4,6,Orthodox,182.88,187.96,32,,neither
4037,Alan Patrick,Stevie Ray,U-DEC,3.0,145,-165,9/24/2016,Red,False,Lightweight,MALE,3,0,3,3,0,6,0,2,0,3,Southpaw,177.8,177.8,26,,0,1,2,1,9,0,1,0,3,Southpaw,180.34,187.96,33,,neither
4038,Vicente Luque,Hector Urbina,KO/TKO,1.0,-580,440,9/24/2016,Red,False,Welterweight,MALE,3,1,0,1,1,4,0,0,1,1,Orthodox,180.34,185.42,29,,0,2,2,1,6,0,0,2,2,Orthodox,180.34,190.5,24,,neither
4039,Glaico Franca,Gregor Gillespie,,,-140,120,9/24/2016,Blue,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,29,,1,0,1,1,6,1,0,1,1,Orthodox,182.88,195.58,25,,neither
4040,Dustin Poirier,Michael Johnson,KO/TKO,1.0,-165,145,9/17/2016,Blue,False,Lightweight,MALE,5,2,0,4,6,36,1,3,0,8,Southpaw,177.8,185.42,30,10.0,0,4,4,3,30,0,5,3,12,Southpaw,175.26,182.88,27,7.0,Red
4041,Uriah Hall,Derek Brunson,KO/TKO,1.0,160,-185,9/17/2016,Blue,False,Middleweight,MALE,3,0,4,4,1,13,0,3,1,6,Southpaw,185.42,195.58,32,10.0,1,0,3,4,20,1,2,0,5,Orthodox,182.88,200.66,32,9.0,Red
4042,Evan Dunham,Rick Glenn,U-DEC,3.0,-340,280,9/17/2016,Red,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,Southpaw,182.88,177.8,27,,0,3,4,6,40,0,1,1,10,Southpaw,177.8,177.8,34,15.0,Red
4043,Roan Carneiro,Kenny Robertson,S-DEC,3.0,100,-120,9/17/2016,Red,False,Welterweight,MALE,3,1,0,3,4,17,0,1,2,4,Orthodox,177.8,187.96,32,,1,0,1,4,14,0,1,1,3,Orthodox,180.34,187.96,38,,neither
4044,Chris Wade,Islam Makhachev,U-DEC,3.0,115,-135,9/17/2016,Blue,False,Lightweight,MALE,3,1,0,1,1,3,0,0,1,1,Orthodox,177.8,177.8,24,,1,0,4,1,11,0,0,2,4,Orthodox,177.8,177.8,28,,neither
4045,Chas Skelly,Maximo Blanco,SUB,1.0,-150,130,9/17/2016,Red,False,Featherweight,MALE,3,1,0,3,4,18,0,1,0,4,Orthodox,172.72,180.34,32,,1,0,4,2,14,0,1,2,4,Orthodox,180.34,182.88,31,,neither
4046,Gabriel Benitez,Sam Sicilia,SUB,2.0,100,-120,9/17/2016,Red,False,Featherweight,MALE,3,1,0,2,5,20,0,3,0,5,Orthodox,172.72,170.18,30,,1,0,2,1,7,0,0,1,2,Southpaw,172.72,180.34,28,,neither
4047,Augusto Montano,Belal Muhammad,KO/TKO,3.0,375,-470,9/17/2016,Blue,False,Welterweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,180.34,182.88,28,,1,0,1,1,4,0,1,0,1,Orthodox,185.42,185.42,31,,neither
4048,Antonio Carlos Junior,Leonardo Augusto Leleco,,,-280,240,9/17/2016,Red,False,Middleweight,MALE,3,1,0,0,1,3,0,0,0,0,Orthodox,182.88,185.42,34,,2,0,1,3,13,1,0,1,2,Orthodox,187.96,200.66,26,,neither
4049,Jose Quinonez,Joey Gomez,U-DEC,3.0,125,-145,9/17/2016,Red,False,Bantamweight,MALE,3,1,0,0,1,2,0,0,0,0,Orthodox,177.8,180.34,27,,0,1,1,1,4,1,0,1,1,Orthodox,172.72,175.26,26,,neither
4050,Erick Montano,Randy Brown,SUB,3.0,425,-550,9/17/2016,Blue,False,Welterweight,MALE,3,1,0,1,1,5,0,0,0,1,Orthodox,190.5,198.12,26,,0,1,1,0,3,1,0,0,1,Orthodox,182.88,185.42,30,,neither
4051,Stipe Miocic,Alistair Overeem,KO/TKO,1.0,-145,125,9/10/2016,Red,True,Heavyweight,MALE,5,0,4,4,3,17,0,4,0,6,Orthodox,193.04,203.2,36,3.0,0,3,3,2,27,1,6,0,9,Orthodox,193.04,203.2,34,0.0,Red
4052,Fabricio Werdum,Travis Browne,U-DEC,3.0,-265,225,9/10/2016,Red,False,Heavyweight,MALE,3,1,0,3,5,24,0,7,1,9,Orthodox,198.12,200.66,34,6.0,1,0,6,3,24,3,4,2,8,Orthodox,193.04,195.58,39,1.0,Red
4053,CM Punk,Mickey Gall,SUB,1.0,345,-430,9/10/2016,Blue,False,Welterweight,MALE,3,0,1,1,0,1,0,0,1,1,Switch,187.96,187.96,24,,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,37,,neither
4054,Urijah Faber,Jimmie Rivera,U-DEC,3.0,150,-170,9/10/2016,Blue,False,Bantamweight,MALE,3,0,3,3,0,7,0,1,0,3,Orthodox,162.56,172.72,27,12.0,1,0,4,5,44,4,0,6,9,Orthodox,167.64,170.18,37,2.0,Red
4055,Jessica Andrade,Joanne Calderwood,SUB,1.0,-130,110,9/10/2016,Red,False,Women's Strawweight,FEMALE,3,0,2,2,1,10,0,1,0,3,Orthodox,167.64,165.1,30,7.0,0,1,3,3,17,0,1,1,5,Orthodox,154.94,157.48,24,6.0,Red
4056,Jessica Eye,Bethe Correia,S-DEC,3.0,-125,105,9/10/2016,Blue,False,Women's Bantamweight,FEMALE,3,2,0,3,2,12,1,1,0,3,Orthodox,165.1,162.56,33,11.0,3,0,1,5,17,0,0,0,1,Orthodox,167.64,167.64,30,10.0,Red
4057,Brad Tavares,Caio Magalhaes,S-DEC,3.0,-220,180,9/10/2016,Red,False,Middleweight,MALE,3,1,0,4,2,11,0,2,1,4,Orthodox,185.42,185.42,28,,1,0,5,4,31,0,1,0,8,Orthodox,185.42,187.96,28,,neither
4058,Nik Lentz,Michael McBride,KO/TKO,2.0,-550,425,9/10/2016,Red,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,30,,0,1,4,6,44,0,1,1,10,Orthodox,172.72,172.72,32,,neither
4059,Drew Dober,Jason Gonzalez,KO/TKO,1.0,-150,130,9/10/2016,Red,False,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,Southpaw,187.96,187.96,26,,0,1,1,4,13,0,0,1,2,Southpaw,172.72,177.8,27,,neither
4060,Yancy Medeiros,Sean Spencer,SUB,2.0,-130,110,9/10/2016,Red,False,Welterweight,MALE,3,2,0,2,4,21,0,0,0,3,Orthodox,177.8,190.5,29,,1,0,2,5,13,0,0,2,3,Orthodox,177.8,190.5,29,,neither
4061,Andrei Arlovski,Josh Barnett,SUB,3.0,110,-130,9/3/2016,Blue,False,Heavyweight,MALE,5,1,0,4,3,18,1,4,1,6,Orthodox,190.5,198.12,38,9.0,2,0,7,6,37,5,9,2,14,Orthodox,190.5,195.58,37,6.0,Red
4062,Alexander Gustafsson,Jan Blachowicz,U-DEC,3.0,-700,500,9/3/2016,Red,False,Light Heavyweight,MALE,3,0,1,1,2,10,0,1,0,2,Orthodox,187.96,198.12,33,,2,0,6,4,27,2,4,2,8,Orthodox,195.58,200.66,29,2.0,Red
4063,Ryan Bader,Ilir Latifi,KO/TKO,2.0,-170,150,9/3/2016,Red,False,Light Heavyweight,MALE,3,0,3,3,2,11,0,3,1,5,Orthodox,177.8,185.42,33,12.0,1,0,5,5,42,1,3,1,13,Orthodox,187.96,187.96,33,4.0,Red
4064,Nick Hein,Tae Hyun Bang,U-DEC,3.0,-335,275,9/3/2016,Red,False,Lightweight,MALE,3,0,1,1,2,10,0,1,0,2,Switch,175.26,180.34,33,,0,2,2,1,12,0,0,0,3,Southpaw,167.64,167.64,32,,neither
4065,Jessin Ayari,Jimmy Wallhead,,,110,-130,9/3/2016,Red,False,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,32,,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,24,,neither
4066,Peter Sobotta,Nicolas Dalby,U-DEC,3.0,170,-200,9/3/2016,Red,False,Welterweight,MALE,3,2,0,1,2,9,0,0,0,1,Orthodox,180.34,187.96,31,,1,0,2,4,14,0,0,1,2,Southpaw,182.88,190.5,29,,neither
4067,Ashlee Evans-Smith,Veronica Macedo,KO/TKO,3.0,-240,200,9/3/2016,Red,False,Women's Bantamweight,FEMALE,3,0,0,0,0,0,0,0,0,0,Southpaw,162.56,162.56,20,,0,1,1,1,4,0,0,0,1,Orthodox,172.72,170.18,29,13.0,Red
4068,Taylor Lapilus,Leandro Issa,U-DEC,3.0,-160,140,9/3/2016,Red,False,Bantamweight,MALE,3,1,0,2,2,10,0,0,2,2,Orthodox,170.18,175.26,32,,1,0,2,1,8,0,1,0,2,Southpaw,167.64,185.42,24,,neither
4069,Scott Askham,Jack Hermansson,U-DEC,3.0,-105,-115,9/3/2016,Blue,False,Middleweight,MALE,3,0,0,0,0,0,0,0,0,0,Orthodox,185.42,195.58,28,,0,1,1,2,8,0,2,0,2,Southpaw,190.5,190.5,28,,neither
4070,Rustam Khabilov,Leandro Silva,U-DEC,3.0,-450,360,9/3/2016,Red,False,Lightweight,MALE,3,1,0,2,4,18,0,0,1,3,Orthodox,175.26,182.88,30,,0,2,3,2,18,0,1,0,5,Orthodox,172.72,185.42,29,,neither
4071,Demian Maia,Carlos Condit,SUB,1.0,115,-135,8/27/2016,Red,False,Welterweight,MALE,5,1,0,5,5,37,3,4,0,7,Orthodox,187.96,190.5,32,4.0,0,5,5,6,61,1,1,8,17,Southpaw,185.42,182.88,38,3.0,Red
4072,Anthony Pettis,Charles Oliveira,SUB,3.0,-165,145,8/27/2016,Red,False,Featherweight,MALE,3,0,1,4,6,28,0,0,8,9,Orthodox,177.8,187.96,26,6.0,3,0,5,4,22,3,2,2,5,Orthodox,177.8,182.88,29,,Blue
