RedFighter,BlueFighter,RedOdds,BlueOdds,RedWinner,RedReturn,BlueReturn,OddsDiff,AgeDiff,ReachDiff,WinsDiff,LossesDiff,WinStreakDiff,LoseStreakDiff,RankDiff,Date,TitleBout,WeightClass,Gender,NumberOfRounds,Finish,FinishRound,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByKO,BlueWinsBySubmission,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueAge,BMatchWCRank,RedCurrentLoseStreak,RedCurrentWinStreak,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByKO,RedWinsBySubmission,RedWins,RedStance,RedHeightCms,RedReachCms,RedAge,RMatchWCRank
Thiago Santos,Aleksandar Rakic,160,-185,False,0.0,1.5405,345,8,-5.0800000000000125,8,6,-1,2,-2,2021-03-06,False,Light Heavyweight,MALE,3,U-DEC,3,0,1,4,1,14,0,2,0,5,Orthodox,193.04,198.12,29,4,2,0,4,7,40,1,11,0,13,Orthodox,187.96,193.04,37,2
Dominick Cruz,Casey Kenney,120,-140,True,2.2,0.0,260,6,0.0,6,1,-3,2,-9,2021-03-06,False,Bantamweight,MALE,3,S-DEC,3,0,3,3,2,22,0,0,1,6,Southpaw,170.18,172.72,29,20,2,0,12,3,53,6,2,0,12,Orthodox,172.72,172.72,35,11
Song Yadong,Kyler Phillips,-220,180,False,0.0,2.8,-400,-2,-12.699999999999989,2,0,2,0,-6,2021-03-06,False,Bantamweight,MALE,3,U-DEC,3,0,3,3,0,6,0,2,0,3,Orthodox,172.72,182.88,25,20,0,5,4,0,13,0,2,1,5,Orthodox,172.72,170.18,23,14
Joseph Benavidez,Askar Askarov,125,-145,False,0.0,1.6897,270,8,-5.0800000000000125,19,7,-2,2,-1,2021-03-06,False,Flyweight,MALE,3,U-DEC,3,0,2,2,0,9,0,0,0,2,Orthodox,167.64,170.18,28,3,2,0,6,7,68,3,6,4,21,Southpaw,162.56,165.1,36,2
Rogerio Bontorin,Kai Kara-France,117,-137,False,0.0,1.7299,254,1,-5.079999999999984,-1,-1,0,0,-12,2021-03-06,False,Flyweight,MALE,3,KO/TKO,1,1,0,3,2,17,0,0,0,4,Orthodox,162.56,175.26,27,20,1,0,3,1,9,0,1,1,3,Orthodox,165.1,170.18,28,8
Tim Elliott,Jordan Espinosa,-155,135,True,1.6452,0.0,-290,3,-7.6200000000000045,1,6,1,-1,-8,2021-03-06,False,Flyweight,MALE,3,U-DEC,3,1,0,3,3,15,0,1,1,4,Orthodox,167.64,175.26,31,20,0,1,2,9,36,1,0,1,5,Southpaw,170.18,167.64,34,12
Kennedy Nzechukwu,Carlos Ulberg,190,-230,True,2.9,0.0,420,-2,15.23999999999998,2,1,0,0,0,2021-03-06,False,Light Heavyweight,MALE,3,KO/TKO,2,0,1,1,0,1,0,1,0,1,Orthodox,193.04,195.58,30,20,0,1,2,1,10,0,1,0,3,Southpaw,195.58,210.82,28,20
Sean Brady,Jake Matthews,-220,180,True,1.4545,0.0,-400,2,-2.539999999999992,-7,-4,0,0,0,2021-03-06,False,Welterweight,MALE,3,SUB,3,0,3,3,4,34,0,1,4,10,Orthodox,180.34,185.42,26,20,0,3,3,0,8,0,0,1,3,Orthodox,177.8,182.88,28,20
Livinha Souza,Amanda Lemos,200,-240,False,0.0,1.4167,440,-4,-5.079999999999984,1,0,-1,0,-5,2021-03-06,False,Women's Strawweight,FEMALE,3,KO/TKO,1,0,2,2,1,6,0,0,1,2,Southpaw,162.56,165.1,33,20,0,1,2,1,10,0,0,1,3,Orthodox,160.02,160.02,29,15
Uros Medic,Aalon Cruz,-200,170,True,1.5,0.0,-370,-4,-17.78,0,-1,1,-1,0,2021-03-06,False,Lightweight,MALE,3,KO/TKO,1,1,0,1,1,4,0,1,0,1,Switch,182.88,198.12,31,20,0,1,1,0,1,0,1,0,1,Southpaw,185.42,180.34,27,20
Mario Bautista,Trevin Jones,-240,200,False,0.0,3.0,-440,-3,-2.5400000000000205,2,1,2,0,0,2021-03-06,False,Bantamweight,MALE,3,KO/TKO,2,0,0,0,0,2,0,0,0,0,Southpaw,170.18,177.8,30,20,0,2,2,1,6,0,1,0,2,Switch,175.26,175.26,27,20
Jairzinho Rozenstruik,Ciryl Gane,185,-225,False,0.0,1.4444,410,2,-7.6200000000000045,1,1,-3,0,-3,2021-02-27,False,Heavyweight,MALE,5,U-DEC,5,0,4,4,0,9,0,1,2,4,Orthodox,193.04,205.74,30,7,0,1,4,1,12,0,5,0,5,Orthodox,193.04,198.12,32,4
Nikita Krylov,Magomed Ankalaev,250,-300,False,0.0,1.3333,550,0,5.0800000000000125,3,4,-4,0,-3,2021-02-27,False,Light Heavyweight,MALE,3,U-DEC,3,0,5,5,1,12,0,4,0,5,Orthodox,190.5,190.5,28,11,0,1,5,5,23,0,3,4,8,Orthodox,190.5,195.58,28,8
Pedro Munhoz,Jimmie Rivera,115,-135,True,2.15,0.0,250,3,-7.6200000000000045,1,2,-1,2,-1,2021-02-27,False,Bantamweight,MALE,3,U-DEC,3,0,1,5,3,26,0,1,0,7,Orthodox,162.56,172.72,31,9,2,0,4,5,31,0,3,3,8,Orthodox,167.64,165.1,34,8
Alex Caceres,Kevin Croom,-150,130,True,1.6667,0.0,-280,-1,0.0,12,10,3,0,0,2021-02-27,False,Featherweight,MALE,3,U-DEC,3,0,0,0,0,1,0,0,0,0,Orthodox,180.34,185.42,33,20,0,3,4,10,59,0,1,3,12,Southpaw,177.8,185.42,32,20
Alexander Hernandez,Thiago Moises,-220,180,False,0.0,2.8,-400,3,5.079999999999984,0,0,-1,0,0,2021-02-27,False,Lightweight,MALE,3,U-DEC,3,0,2,2,2,15,0,1,1,4,Orthodox,175.26,177.8,25,20,0,1,2,2,12,0,2,0,4,Orthodox,175.26,182.88,28,20
Alexis Davis,Sabina Mazo,178,-215,True,2.78,0.0,393,13,-5.0800000000000125,5,5,-3,3,0,2021-02-27,False,Women's Bantamweight,FEMALE,3,U-DEC,3,0,3,3,1,12,0,0,1,3,Orthodox,170.18,177.8,23,20,3,0,3,6,37,1,1,1,8,Orthodox,167.64,172.72,36,20
Vince Cachero,Ronnie Lawrence,160,-185,False,0.0,1.5405,345,3,0.0,-1,1,-1,1,0,2021-02-27,False,Bantamweight,MALE,3,KO/TKO,3,0,1,1,0,3,0,0,0,1,Switch,172.72,172.72,28,20,1,0,0,1,3,0,0,0,0,Orthodox,167.64,172.72,31,20
Dustin Jacoby,Maxim Grishin,-157,137,True,1.6369,0.0,-294,-4,-5.0800000000000125,1,1,1,0,0,2021-02-27,False,Light Heavyweight,MALE,3,U-DEC,3,0,1,1,1,5,0,1,0,1,Orthodox,190.5,198.12,36,20,0,2,2,2,10,0,1,0,2,Orthodox,190.5,193.04,32,20
Curtis Blaydes,Derrick Lewis,-400,300,False,0.0,4.0,-700,-6,2.539999999999992,-7,-2,-4,1,0,2021-02-20,False,Heavyweight,MALE,5,KO/TKO,2,0,4,6,5,2,1,0,0,16,Orthodox,190.5,200.66,36,20,1,0,5,3,2,0,0,0,9,Orthodox,193.04,203.2,30,20
Ketlen Vieira,Yana Kunitskaya,-278,215,False,0.0,3.15,-493,-2,0.0,1,0,-2,1,0,2021-02-20,False,Women's Bantamweight,FEMALE,3,U-DEC,3,0,2,2,2,1,1,0,0,4,Orthodox,167.64,172.72,31,20,1,0,4,2,1,0,0,0,5,Orthodox,172.72,172.72,29,20
Charles Rosa,Darrick Minner,-190,150,False,0.0,2.5,-340,4,0.0,2,3,-2,1,0,2021-02-20,False,Featherweight,MALE,3,U-DEC,3,0,2,2,2,0,0,0,0,2,Orthodox,170.18,175.26,30,20,1,0,1,5,2,0,0,0,4,Switch,175.26,175.26,34,20
Aleksei Oleinik,Chris Daukaus,140,-177,False,0.0,1.565,317,12,10.159999999999997,5,6,-3,2,0,2021-02-20,False,Heavyweight,MALE,3,KO/TKO,1,0,3,3,0,0,0,0,0,3,Orthodox,190.5,193.04,31,20,2,0,2,6,5,0,0,0,8,Orthodox,187.96,203.2,43,20
Phil Hawes,Nassourdine Imavov,-125,-105,True,1.8,0.0,-20,7,5.0800000000000125,3,0,4,-1,0,2021-02-20,False,Middleweight,MALE,3,M-DEC,3,1,0,1,1,0,0,0,0,1,Orthodox,190.5,190.5,25,20,0,4,4,1,1,0,0,0,4,Orthodox,182.88,195.58,32,20
Andrei Arlovski,Tom Aspinall,200,-265,False,0.0,1.3774,465,15,-2.539999999999992,19,18,-2,0,0,2021-02-20,False,Heavyweight,MALE,3,SUB,2,0,3,3,0,0,0,0,0,3,Orthodox,195.58,198.12,27,20,0,1,6,18,11,5,0,0,22,Orthodox,190.5,195.58,42,20
Jared Gordon,Danny Chavez,110,-139,True,2.1,0.0,249,-1,2.539999999999992,4,2,2,-1,0,2021-02-20,False,Featherweight,MALE,3,U-DEC,3,1,0,1,1,0,0,0,0,1,Orthodox,172.72,170.18,33,20,0,2,2,3,2,0,0,0,5,Orthodox,175.26,172.72,32,20
Eddie Wineland,John Castaneda,100,-125,False,0.0,1.8,225,7,-5.0800000000000125,9,10,-1,2,0,2021-02-20,False,Bantamweight,MALE,3,KO/TKO,1,0,1,1,1,0,0,0,0,2,Switch,167.64,180.34,29,20,2,0,4,11,3,1,0,0,11,Orthodox,170.18,175.26,36,20
Nate Landwehr,Julian Erosa,-112,-112,False,0.0,1.8929,0,1,-5.0800000000000125,-3,-2,-2,1,0,2021-02-20,False,Featherweight,MALE,3,KO/TKO,1,0,2,2,4,5,0,0,0,4,Southpaw,185.42,187.96,31,20,1,0,1,2,1,0,0,0,1,Orthodox,175.26,182.88,32,20
Shana Dobson,Casey O'Neill,125,-155,False,0.0,1.6452,280,8,0.0,1,4,-1,1,0,2021-02-20,False,Women's Flyweight,FEMALE,3,KO/TKO,2,0,1,1,0,0,0,0,0,1,Orthodox,167.64,175.26,23,20,1,0,1,4,1,0,0,0,2,Orthodox,167.64,175.26,31,20
Aiemann Zahabi,Drako Rodriguez,150,-190,True,2.5,0.0,340,9,-2.539999999999992,1,1,1,-1,0,2021-02-20,False,Bantamweight,MALE,3,KO/TKO,1,1,0,1,1,0,0,0,0,1,Orthodox,172.72,175.26,24,20,0,1,1,2,1,0,0,0,2,Orthodox,172.72,172.72,33,20
Serghei Spivac,Jared Vanderaa,-250,195,True,1.4,0.0,-445,-2,-5.079999999999984,2,1,2,-1,0,2021-02-20,False,Heavyweight,MALE,3,KO/TKO,2,1,0,1,1,3,0,1,0,1,Orthodox,193.04,203.2,28,20,0,2,2,2,1,0,0,0,3,Orthodox,190.5,198.12,26,20
Kamaru Usman,Gilbert Burns,-278,228,True,1.3597,0.0,-506,-1,12.699999999999989,0,-3,6,0,-1,2021-02-13,True,Welterweight,MALE,5,KO/TKO,3,0,6,6,3,36,0,3,4,12,Orthodox,177.8,180.34,34,1,0,12,12,0,43,3,2,1,12,Switch,182.88,193.04,33,0
Maycee Barber,Alexa Grasso,-107,-107,False,0.0,1.9346,0,-5,-2.539999999999992,0,-2,-1,1,-5,2021-02-13,False,Women's Flyweight,FEMALE,3,U-DEC,3,0,1,1,3,19,0,0,0,4,Orthodox,165.1,167.64,27,15,1,0,4,1,11,0,4,0,4,Switch,165.1,165.1,22,10
Kelvin Gastelum,Ian Heinisch,-205,174,True,1.4878,0.0,-379,-3,-2.539999999999992,6,4,-1,3,-6,2021-02-13,False,Middleweight,MALE,3,U-DEC,3,0,1,3,2,14,0,2,0,4,Orthodox,180.34,182.88,32,15,3,0,5,6,44,1,3,2,10,Southpaw,175.26,180.34,29,9
Ricky Simon,Brian Kelleher,-253,210,True,1.3953,0.0,-463,-6,7.6200000000000045,0,-2,1,0,0,2021-02-13,False,Featherweight,MALE,3,U-DEC,3,0,1,2,4,19,0,2,3,6,Switch,167.64,167.64,34,20,0,2,4,2,21,0,1,1,6,Orthodox,167.64,175.26,28,20
Maki Pitolo,Julian Marquez,145,-177,False,0.0,1.565,322,0,7.6200000000000045,0,2,0,1,0,2021-02-13,False,Middleweight,MALE,3,SUB,3,1,0,2,1,7,0,1,1,2,Orthodox,187.96,182.88,30,20,2,0,1,3,10,0,2,0,2,Orthodox,177.8,190.5,30,20
Rodolfo Vieira,Anthony Hernandez,-487,365,False,0.0,4.65,-852,4,-5.0800000000000125,1,-2,2,-1,0,2021-02-13,False,Middleweight,MALE,3,SUB,2,1,0,1,2,6,0,0,1,1,Orthodox,182.88,190.5,27,20,0,2,2,0,3,0,0,2,2,Orthodox,182.88,185.42,31,20
Belal Muhammad,Dhiego Lima,-447,340,True,1.2237,0.0,-787,0,-7.6200000000000045,4,-2,0,0,-7,2021-02-13,False,Welterweight,MALE,3,U-DEC,3,0,3,3,5,18,0,1,0,4,Orthodox,187.96,190.5,32,20,0,3,4,3,31,0,1,1,8,Orthodox,180.34,182.88,32,13
Polyana Viana,Mallory Martin,100,-115,True,2.0,0.0,215,1,10.159999999999997,0,2,0,0,0,2021-02-13,False,Women's Strawweight,FEMALE,3,SUB,1,0,1,1,1,7,0,0,1,2,Orthodox,162.56,160.02,27,20,0,1,1,3,9,0,0,2,2,Orthodox,165.1,170.18,28,20
Andre Ewell,Chris Gutierrez,112,-129,False,0.0,1.7752,241,4,20.319999999999993,1,1,-1,0,0,2021-02-13,False,Catch Weight,MALE,3,U-DEC,3,0,3,3,1,13,0,1,0,3,Orthodox,175.26,170.18,29,20,0,2,2,2,18,0,0,0,4,Southpaw,172.72,190.5,33,20
Gabe Green,Philip Rowe,-138,120,True,1.7246,0.0,-258,-3,-17.78,-1,1,-1,1,0,2021-02-13,False,Welterweight,MALE,3,U-DEC,3,0,1,1,0,3,0,1,0,1,Orthodox,190.5,203.2,30,20,1,0,0,1,3,0,0,0,0,Switch,177.8,185.42,27,20
Alistair Overeem,Alexander Volkov,150,-182,False,0.0,1.5495,332,8,0.0,27,13,1,0,-1,2021-02-06,False,Heavyweight,MALE,5,KO/TKO,2,0,1,4,2,26,0,3,0,6,Orthodox,200.66,203.2,32,6,0,2,11,15,83,1,20,8,33,Orthodox,193.04,203.2,40,5
Cory Sandhagen,Frankie Edgar,-400,300,True,1.25,0.0,-700,-11,5.0800000000000125,-12,-7,0,0,-2,2021-02-06,False,Bantamweight,MALE,3,KO/TKO,1,0,1,5,8,94,9,5,2,18,Orthodox,167.64,172.72,39,4,0,1,5,1,14,0,3,1,6,Switch,180.34,177.8,28,2
Alexandre Pantoja,Manel Kape,-125,100,True,1.8,0.0,-225,3,-2.539999999999992,6,3,0,1,-15,2021-02-06,False,Flyweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Southpaw,165.1,172.72,27,20,1,0,3,3,21,0,2,2,6,Orthodox,165.1,170.18,30,5
Diego Ferreira,Beneil Dariush,-125,105,False,0.0,2.05,-230,5,5.0800000000000125,-5,-2,1,0,-3,2021-02-06,False,Lightweight,MALE,3,S-DEC,3,0,5,5,4,36,0,3,5,13,Southpaw,177.8,182.88,31,13,0,6,6,2,21,0,3,2,8,Orthodox,175.26,187.96,36,10
Michael Johnson,Clay Guida,-225,175,False,0.0,2.75,-400,-5,7.619999999999976,-6,-3,0,1,0,2021-02-06,False,Lightweight,MALE,3,U-DEC,3,2,0,4,15,87,0,2,4,17,Orthodox,170.18,177.8,39,20,3,0,4,12,58,0,4,0,11,Southpaw,177.8,185.42,34,20
Mike Rodriguez,Danilo Marques,-240,188,False,0.0,2.88,-428,-3,12.699999999999989,2,3,-1,1,0,2021-02-06,False,Light Heavyweight,MALE,3,SUB,2,0,1,1,0,3,0,0,0,1,Orthodox,198.12,195.58,35,20,1,0,1,3,13,0,3,0,3,Southpaw,193.04,208.28,32,20
Molly McCann,Lara Procopio,-177,140,False,0.0,2.4,-317,5,-12.700000000000017,3,1,0,0,0,2021-02-06,False,Women's Flyweight,FEMALE,3,U-DEC,3,1,0,0,1,3,0,0,0,0,Orthodox,162.56,170.18,25,20,1,0,3,2,14,0,0,0,3,Orthodox,162.56,157.48,30,20
SeungWoo Choi,Youssef Zalal,175,-230,True,2.75,0.0,405,4,5.0800000000000125,-2,1,1,-1,0,2021-02-06,False,Featherweight,MALE,3,U-DEC,3,1,0,3,1,12,0,0,0,3,Switch,177.8,182.88,24,20,0,1,1,2,9,0,0,0,1,Orthodox,182.88,187.96,28,20
Dustin Poirier,Conor McGregor,250,-305,True,3.5,0.0,555,0,-5.0800000000000125,9,4,0,0,-2,2021-01-23,False,Lightweight,MALE,5,KO/TKO,2,0,1,7,2,25,4,8,0,10,Southpaw,175.26,187.96,32,4,0,1,5,6,62,2,9,3,19,Southpaw,175.26,182.88,32,2
Dan Hooker,Michael Chandler,-134,105,False,0.0,2.05,-239,-4,10.159999999999997,8,5,-2,1,-14,2021-01-23,False,Lightweight,MALE,3,KO/TKO,1,0,2,2,0,3,0,1,1,2,Orthodox,172.72,180.34,34,20,1,0,4,5,37,0,6,2,10,Switch,182.88,190.5,30,6
Jessica Eye,Joanne Calderwood,-105,-117,False,0.0,1.8547,12,-1,2.539999999999992,-1,2,0,0,-1,2021-01-23,False,Women's Flyweight,FEMALE,3,U-DEC,3,1,0,2,5,25,0,1,1,6,Orthodox,167.64,165.1,35,7,1,0,3,7,39,1,1,0,5,Orthodox,167.64,167.64,34,6
Andrew Sanchez,Makhmud Muradov,115,-143,False,0.0,1.6993,258,2,-2.539999999999992,3,3,-1,0,0,2021-01-23,False,Middleweight,MALE,3,KO/TKO,3,0,2,2,0,6,0,1,0,2,Orthodox,187.96,190.5,30,20,0,1,2,3,22,0,1,0,5,Orthodox,185.42,187.96,32,20
Marina Rodriguez,Amanda Ribas,250,-335,True,3.5,0.0,585,6,-2.539999999999992,-1,1,-4,1,-2,2021-01-23,False,Women's Strawweight,FEMALE,3,KO/TKO,2,0,4,4,0,9,0,0,2,4,Orthodox,160.02,167.64,27,10,1,0,2,1,16,0,1,0,3,Orthodox,167.64,165.1,33,8
Brad Tavares,Antonio Carlos Junior,-134,105,True,1.7463,0.0,-239,3,-12.699999999999989,5,2,0,0,-6,2021-01-23,False,Middleweight,MALE,3,U-DEC,3,2,0,5,4,29,0,0,5,7,Orthodox,187.96,200.66,30,20,2,0,5,6,49,0,2,0,12,Orthodox,185.42,187.96,33,14
Julianna Pena,Sara McMann,105,-130,True,2.05,0.0,235,-9,7.6200000000000045,-5,-3,-1,1,-2,2021-01-23,False,Women's Bantamweight,FEMALE,3,SUB,3,0,1,5,5,34,1,1,3,10,Orthodox,167.64,167.64,40,9,1,0,4,2,16,0,2,0,5,Orthodox,167.64,175.26,31,7
Khalil Rountree Jr.,Marcin Prachnio,-335,250,False,0.0,3.5,-585,-2,5.079999999999984,4,1,0,-2,0,2021-01-23,False,Light Heavyweight,MALE,3,U-DEC,3,3,0,0,3,3,0,0,0,0,Orthodox,190.5,187.96,32,20,1,0,3,4,15,0,3,0,4,Southpaw,185.42,193.04,30,20
Nik Lentz,Movsar Evloev,390,-560,False,0.0,1.1786,950,10,-10.159999999999997,11,8,-3,2,0,2021-01-23,False,Catch Weight,MALE,3,S-DEC,3,0,3,3,0,9,0,0,0,3,Orthodox,170.18,182.88,26,20,2,0,4,8,64,0,3,2,14,Orthodox,172.72,172.72,36,20
Amir Albazi,Zhalgas Zhumagulov,-106,-118,True,1.9434,0.0,12,-5,5.0800000000000125,1,-1,1,-1,-5,2021-01-23,False,Flyweight,MALE,3,U-DEC,3,1,0,0,1,3,0,0,0,0,Switch,162.56,167.64,32,20,0,1,1,0,1,0,0,1,1,Orthodox,165.1,172.72,27,15
Michael Chiesa,Neil Magny,120,-148,True,2.2,0.0,268,0,-12.699999999999989,-7,-2,0,0,-1,2021-01-20,False,Welterweight,MALE,5,U-DEC,5,0,3,7,6,61,0,5,1,17,Orthodox,190.5,203.2,33,9,0,3,3,4,30,0,0,6,10,Southpaw,185.42,190.5,33,8
Warlley Alves,Mounir Lazzez,185,-230,True,2.85,0.0,415,-3,-10.159999999999997,6,4,-1,1,0,2021-01-20,False,Welterweight,MALE,3,KO/TKO,1,0,1,1,0,3,0,0,0,1,Orthodox,185.42,193.04,33,20,1,0,4,4,27,0,2,3,7,Orthodox,180.34,182.88,30,20
Ike Villanueva,Vinicius Moreira,-134,110,True,1.7463,0.0,-244,5,-7.6200000000000045,-1,-1,0,-1,0,2021-01-20,False,Light Heavyweight,MALE,3,KO/TKO,2,3,0,1,3,5,0,0,1,1,Orthodox,193.04,193.04,31,20,2,0,0,2,3,0,0,0,0,Orthodox,185.42,185.42,36,20
Roxanne Modafferi,Viviane Araujo,260,-335,False,0.0,1.2985,595,4,2.539999999999992,1,6,0,0,-1,2021-01-20,False,Women's Flyweight,FEMALE,3,U-DEC,3,0,1,2,1,12,0,1,0,3,Orthodox,162.56,172.72,34,9,0,1,1,7,32,1,1,0,4,Orthodox,170.18,175.26,38,8
Matt Schnell,Tyson Nam,105,-130,True,2.05,0.0,235,-6,5.0800000000000125,2,1,-2,1,-4,2021-01-20,False,Flyweight,MALE,3,S-DEC,3,0,2,2,2,9,0,2,0,2,Orthodox,170.18,172.72,37,13,1,0,4,3,11,0,0,2,4,Orthodox,172.72,177.8,31,9
Lerone Murphy,Douglas Silva de Andrade,-305,240,True,1.3279,0.0,-545,-6,12.699999999999989,-3,-3,0,0,0,2021-01-20,False,Featherweight,MALE,3,U-DEC,3,0,1,2,3,19,0,1,0,4,Orthodox,170.18,172.72,35,20,0,1,1,0,4,0,1,0,1,Orthodox,175.26,185.42,29,20
Omari Akhmedov,Tom Breese,128,-159,True,2.28,0.0,287,4,0.0,3,2,-1,1,-7,2021-01-20,False,Middleweight,MALE,3,SUB,2,0,1,3,2,11,0,4,0,5,Southpaw,190.5,185.42,29,20,1,0,3,4,33,0,2,0,8,Orthodox,182.88,185.42,33,13
Ricky Simon,Gaetano Pirrello,-400,300,True,1.25,0.0,-700,0,5.079999999999984,5,2,1,0,0,2021-01-20,False,Bantamweight,MALE,3,SUB,2,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,28,20,0,1,4,2,19,0,1,0,5,Orthodox,167.64,175.26,28,20
Su Mudaerji,Zarrukh Adashev,-400,300,True,1.25,0.0,-700,-3,17.78,2,0,2,-1,0,2021-01-20,False,Flyweight,MALE,3,U-DEC,3,1,0,0,1,1,0,0,0,0,Southpaw,165.1,165.1,28,20,0,2,2,1,6,0,1,0,2,Southpaw,172.72,182.88,25,20
Dalcha Lungiambula,Markus Perez,-143,115,True,1.6993,0.0,-258,1,7.6200000000000045,-1,-3,0,-1,0,2021-01-20,False,Middleweight,MALE,3,U-DEC,3,2,0,1,4,13,0,0,2,2,Orthodox,185.42,185.42,32,20,1,0,1,1,6,0,1,0,1,Orthodox,172.72,193.04,33,20
Francisco Figueiredo,Jerome Rivera,-155,125,True,1.6452,0.0,-280,6,-7.6200000000000045,-1,-1,0,-1,0,2021-01-20,False,Flyweight,MALE,3,U-DEC,3,1,0,1,1,5,0,0,0,1,Southpaw,177.8,182.88,25,20,0,0,0,0,0,0,0,0,0,Southpaw,167.64,175.26,31,20
Mike Davis,Mason Jones,-175,135,False,0.0,2.35,-310,3,5.079999999999984,1,2,1,0,0,2021-01-20,False,Lightweight,MALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,25,20,0,1,1,2,8,0,1,0,1,Orthodox,182.88,182.88,28,20
Umar Nurmagomedov,Sergey Morozov,-530,375,True,1.1887,0.0,-905,-7,5.0800000000000125,0,0,0,0,0,2021-01-20,False,Bantamweight,MALE,3,SUB,2,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,31,20,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,24,20
Victoria Leonardo,Manon Fiorot,170,-215,False,0.0,1.4651,385,0,-7.6200000000000045,1,0,1,0,0,2021-01-20,False,Women's Flyweight,FEMALE,3,KO/TKO,2,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,30,20,0,1,1,0,2,0,1,0,1,Orthodox,165.1,162.56,30,20
Max Holloway,Calvin Kattar,-162,138,True,1.6173,0.0,-300,-3,-7.6200000000000045,11,4,-2,2,-5,2021-01-16,False,Featherweight,MALE,5,U-DEC,5,0,2,2,2,21,0,4,0,6,Orthodox,180.34,182.88,32,6,2,0,13,6,70,8,9,2,17,Orthodox,180.34,175.26,29,1
Carlos Condit,Matt Brown,-177,145,True,1.565,0.0,-322,-4,0.0,-2,-1,1,-1,0,2021-01-16,False,Welterweight,MALE,3,U-DEC,3,1,0,7,11,58,0,11,2,15,Orthodox,182.88,190.5,40,20,0,1,5,10,60,3,6,4,13,Orthodox,187.96,190.5,36,20
Santiago Ponzinibbio,Li Jingliang,-305,240,False,0.0,3.4,-545,2,5.079999999999984,0,-2,7,-1,0,2021-01-16,False,Welterweight,MALE,3,KO/TKO,1,1,0,4,4,32,0,6,0,9,Orthodox,182.88,180.34,32,20,0,7,7,2,25,0,5,0,9,Orthodox,182.88,185.42,34,20
Joaquin Buckley,Alessio Di Chirico,-278,215,False,0.0,3.15,-493,-5,5.079999999999984,-1,-4,2,-3,0,2021-01-16,False,Middleweight,MALE,3,KO/TKO,1,3,0,2,5,21,0,1,0,3,Orthodox,182.88,187.96,31,20,0,2,2,1,7,0,2,0,2,Southpaw,177.8,193.04,26,20
Punahele Soriano,Dusko Todorovic,130,-159,True,2.3,0.0,289,2,-5.0800000000000125,0,0,0,0,0,2021-01-16,False,Middleweight,MALE,3,KO/TKO,1,0,2,2,0,5,0,1,0,2,Orthodox,185.42,187.96,26,20,0,2,2,0,4,0,1,0,2,Southpaw,180.34,182.88,28,20
Wu Yanan,Joselyne Edwards,-110,-110,False,0.0,1.9091,0,-1,-10.160000000000025,1,2,0,1,0,2021-01-16,False,Women's Bantamweight,FEMALE,3,U-DEC,3,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,25,20,1,0,1,2,7,0,0,1,1,Orthodox,172.72,167.64,24,20
Carlos Felipe,Justin Tafa,-190,155,True,1.5263,0.0,-345,-1,2.539999999999992,0,0,0,0,0,2021-01-16,False,Heavyweight,MALE,3,S-DEC,3,0,1,1,1,2,0,1,0,1,Southpaw,182.88,187.96,27,20,0,1,1,1,6,0,0,0,1,Orthodox,182.88,190.5,26,20
David Zawada,Ramazan Emeev,210,-275,False,0.0,1.3636,485,-3,-2.539999999999992,-3,1,0,0,0,2021-01-16,False,Welterweight,MALE,3,S-DEC,3,0,1,3,1,15,0,0,0,4,Southpaw,177.8,193.04,33,20,0,1,1,2,7,0,0,1,1,Orthodox,182.88,190.5,30,20
Sarah Moras,Vanessa Melo,-230,180,False,0.0,2.8,-410,0,5.0800000000000125,3,2,0,-2,0,2021-01-16,False,Women's Bantamweight,FEMALE,3,U-DEC,3,3,0,0,3,9,0,0,0,0,Orthodox,165.1,165.1,32,20,1,0,1,5,21,0,1,1,3,Orthodox,170.18,170.18,32,20
Jacob Kilburn,Austin Lingo,180,-230,False,0.0,1.4348,410,-1,5.079999999999984,0,1,0,1,0,2021-01-16,False,Featherweight,MALE,3,U-DEC,3,1,0,0,1,3,0,0,0,0,Orthodox,177.8,177.8,26,20,2,0,0,2,4,0,0,0,0,Orthodox,175.26,182.88,25,20
Stephen Thompson,Geoff Neal,-103,-117,True,1.9709,0.0,14,7,0.0,5,3,2,-1,0,2020-12-19,False,Welterweight,MALE,5,U-DEC,5,1,0,6,1,1,0,0,0,6,Southpaw,180.34,190.5,30,20,0,2,7,4,5,2,0,0,11,Orthodox,182.88,190.5,37,20
